,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
12221,Jusuf Nurkic,POR,27.0,210.82,131.54168,None,Bosnia and Herzegovina,2014,1,16,56,15.0,11.1,2.8,-0.1,0.10099999999999999,0.28300000000000003,0.233,0.586,0.16,2021-22
12222,Justise Winslow,POR,26.0,198.12,100.697424,Duke,USA,2015,1,10,48,5.7,4.2,1.8,2.1,0.06,0.177,0.17800000000000002,0.479,0.155,2021-22
12223,Justin Robinson,DET,24.0,185.42,88.45044,Virginia Tech,USA,2019,Undrafted,Undrafted,25,3.1,0.8,1.3,-17.5,0.011000000000000001,0.051,0.153,0.40399999999999997,0.175,2021-22
12224,Justin Jackson,PHX,27.0,203.2,99.79024,UNC,USA,2017,1,15,7,2.1,1.0,0.3,-15.6,0.019,0.16699999999999998,0.177,0.47200000000000003,0.125,2021-22
12225,Justin Holiday,SAC,33.0,198.12,81.64656,Washington,USA,Undrafted,Undrafted,Undrafted,74,10.1,2.6,1.7,-5.1,0.013999999999999999,0.08,0.156,0.5429999999999999,0.086,2021-22
12226,Justin Champagnie,TOR,21.0,198.12,93.439952,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,36,2.3,2.0,0.3,7.4,0.111,0.126,0.111,0.5710000000000001,0.051,2021-22
12227,Julius Randle,NYK,27.0,203.2,113.398,Kentucky,USA,2014,1,7,72,20.1,9.9,5.1,-3.6,0.045,0.225,0.27899999999999997,0.509,0.251,2021-22
12228,Obi Toppin,NYK,24.0,205.74,99.79024,Dayton,USA,2020,1,8,72,9.0,3.7,1.1,6.9,0.055999999999999994,0.155,0.205,0.614,0.105,2021-22
12229,Lindy Waters III,OKC,24.0,198.12,97.52228000000001,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,25,8.0,2.9,1.0,-4.7,0.012,0.14,0.166,0.562,0.078,2021-22
12230,Lonzo Ball,CHI,24.0,198.12,86.18248,UCLA,USA,2017,1,2,35,13.0,5.4,5.1,3.1,0.028999999999999998,0.125,0.17,0.575,0.203,2021-22
12231,Mychal Mulder,MIA,28.0,190.5,88.45044,Kentucky,Canada,Undrafted,Undrafted,Undrafted,17,4.1,1.4,0.3,-10.3,0.006999999999999999,0.08900000000000001,0.153,0.43799999999999994,0.031,2021-22
12232,Moses Wright,DAL,23.0,203.2,102.511792,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,4,1.3,0.8,0.5,-21.9,0.083,0.14300000000000002,0.139,0.47,0.182,2021-22
12233,Moses Moody,GSW,20.0,195.58,95.707912,Arkansas,USA,2021,1,14,52,4.4,1.5,0.4,-4.0,0.027999999999999997,0.098,0.14800000000000002,0.573,0.055999999999999994,2021-22
12234,Moses Brown,CLE,22.0,218.44,111.13004,UCLA,USA,Undrafted,Undrafted,Undrafted,40,4.3,3.4,0.0,-6.2,0.11,0.257,0.19899999999999998,0.612,0.005,2021-22
12235,Moritz Wagner,ORL,25.0,210.82,111.13004,Michigan,Germany,2018,1,25,63,9.0,3.7,1.4,-7.2,0.040999999999999995,0.19,0.22399999999999998,0.623,0.151,2021-22
12236,Montrezl Harrell,CHA,28.0,200.66,108.86208,Louisville,USA,2015,2,32,71,13.1,6.1,2.0,3.0,0.092,0.163,0.198,0.68,0.139,2021-22
12237,Monte Morris,DEN,27.0,187.96,83.007336,Iowa State,USA,2017,2,51,75,12.6,3.0,4.4,6.0,0.013000000000000001,0.087,0.17300000000000001,0.583,0.201,2021-22
12238,Mo Bamba,ORL,24.0,213.36,104.779752,Texas-Austin,USA,2018,1,6,71,10.6,8.1,1.2,-9.6,0.077,0.214,0.17,0.5820000000000001,0.073,2021-22
12239,Miye Oni,UTA,24.0,195.58,93.439952,Yale,USA,2019,2,58,16,0.3,0.4,0.3,-33.3,0.024,0.11800000000000001,0.095,0.265,0.179,2021-22
12240,Mitchell Robinson,NYK,24.0,213.36,108.86208,Western Kentucky,USA,2018,2,36,72,8.5,8.6,0.5,-2.1,0.145,0.171,0.11,0.722,0.032,2021-22
12241,Miles McBride,NYK,21.0,185.42,88.45044,West Virginia,USA,2021,2,36,40,2.2,1.1,1.0,13.0,0.011000000000000001,0.09699999999999999,0.13699999999999998,0.39299999999999996,0.159,2021-22
12242,Miles Bridges,CHA,24.0,200.66,102.0582,Michigan State,USA,2018,1,12,80,20.2,7.0,3.8,2.1,0.03,0.158,0.22399999999999998,0.593,0.153,2021-22
12243,Mike Muscala,OKC,30.0,208.28,108.86208,Bucknell,USA,2013,2,44,43,8.0,3.0,0.5,1.8,0.032,0.166,0.198,0.63,0.06,2021-22
12244,Mike Conley,UTA,34.0,185.42,79.3786,Ohio State,USA,2007,1,4,72,13.7,3.0,5.3,7.7,0.023,0.079,0.20199999999999999,0.5720000000000001,0.281,2021-22
12245,Mikal Bridges,PHX,25.0,198.12,94.800728,Villanova,USA,2018,1,10,82,14.2,4.2,2.3,9.8,0.027000000000000003,0.08900000000000001,0.149,0.627,0.084,2021-22
12246,Myles Powell,PHI,24.0,187.96,88.45044,Seton Hall,USA,Undrafted,Undrafted,Undrafted,11,1.2,0.5,0.3,-15.1,0.019,0.098,0.163,0.364,0.08800000000000001,2021-22
12247,Michael Porter Jr.,DEN,24.0,208.28,98.88305600000001,Missouri,USA,2018,1,14,9,9.9,6.6,1.9,9.8,0.035,0.172,0.192,0.41600000000000004,0.085,2021-22
12248,Myles Turner,IND,26.0,210.82,113.398,Texas-Austin,USA,2015,1,11,42,12.9,7.1,1.0,-0.3,0.052000000000000005,0.188,0.17300000000000001,0.615,0.053,2021-22
12249,Nassir Little,POR,22.0,195.58,99.79024,North Carolina,USA,2019,1,25,42,9.8,5.6,1.3,-0.9,0.052000000000000005,0.158,0.155,0.575,0.07400000000000001,2021-22
12250,Norvel Pelle,UTA,29.0,208.28,104.779752,Iona,USA,Undrafted,Undrafted,Undrafted,3,2.0,2.0,0.0,-54.2,0.15,0.158,0.152,0.6,0.0,2021-22
12251,Norman Powell,LAC,29.0,190.5,97.52228000000001,UCLA,USA,2015,2,46,45,19.0,3.2,2.1,-8.1,0.013000000000000001,0.08900000000000001,0.231,0.603,0.106,2021-22
12252,Nikola Vucevic,CHI,31.0,208.28,117.93392,Southern California,Montenegro,2011,1,16,73,17.6,11.0,3.2,-1.6,0.06,0.27399999999999997,0.244,0.5329999999999999,0.153,2021-22
12253,Nikola Jokic,DEN,27.0,210.82,128.820128,None,Serbia,2014,2,41,74,27.1,13.8,7.9,8.4,0.09,0.313,0.309,0.6609999999999999,0.38799999999999996,2021-22
12254,Nik Stauskas,BOS,28.0,198.12,93.89354399999999,Michigan,Canada,2014,1,8,8,2.3,0.4,0.3,19.3,0.024,0.049,0.184,0.541,0.065,2021-22
12255,Nicolas Batum,LAC,33.0,203.2,104.32616,None,France,2008,1,25,59,8.3,4.3,1.7,-4.4,0.019,0.146,0.13,0.608,0.099,2021-22
12256,Nickeil Alexander-Walker,UTA,23.0,195.58,92.98635999999999,Virginia Tech,Canada,2019,1,17,65,10.6,2.9,2.4,-3.1,0.024,0.10300000000000001,0.237,0.475,0.166,2021-22
12257,Nick Richards,CHA,24.0,213.36,111.13004,Kentucky,Jamaica,2020,2,42,50,3.0,1.7,0.3,-13.0,0.086,0.13699999999999998,0.147,0.6890000000000001,0.054000000000000006,2021-22
12258,Nic Claxton,BKN,23.0,210.82,97.52228000000001,Georgia,USA,2019,2,31,47,8.7,5.6,0.9,-0.4,0.098,0.157,0.15,0.672,0.066,2021-22
12259,Nerlens Noel,NYK,28.0,210.82,99.79024,Kentucky,USA,2013,1,6,25,3.4,5.6,0.9,-5.7,0.084,0.161,0.07200000000000001,0.581,0.06,2021-22
12260,Nemanja Bjelica,GSW,34.0,205.74,106.140528,None,Serbia,2010,2,35,71,6.1,4.1,2.2,5.2,0.055,0.187,0.175,0.573,0.204,2021-22
12261,Neemias Queta,SAC,22.0,213.36,112.490816,Utah State,Portugal,2021,2,39,15,3.0,2.1,0.4,-4.1,0.10400000000000001,0.14400000000000002,0.17600000000000002,0.495,0.076,2021-22
12262,Naz Reid,MIN,22.0,205.74,119.74828799999999,Louisiana State,USA,Undrafted,Undrafted,Undrafted,77,8.3,3.9,0.9,-2.4,0.07400000000000001,0.161,0.209,0.588,0.091,2021-22
12263,Nathan Knight,MIN,24.0,208.28,114.758776,William & Mary,USA,Undrafted,Undrafted,Undrafted,37,3.7,2.3,0.6,3.6,0.114,0.174,0.203,0.603,0.126,2021-22
12264,Nate Hinton,IND,23.0,195.58,95.25432,Houston,USA,Undrafted,Undrafted,Undrafted,2,0.0,0.0,0.0,76.2,0.0,0.0,0.25,0.0,0.0,2021-22
12265,Naji Marshall,NOP,24.0,200.66,99.79024,Xavier,USA,Undrafted,Undrafted,Undrafted,55,5.7,2.6,1.1,-2.2,0.047,0.142,0.19699999999999998,0.505,0.126,2021-22
12266,Lonnie Walker IV,SAS,23.0,193.04,92.532768,Miami,USA,2018,1,18,70,12.1,2.6,2.2,-3.0,0.01,0.095,0.23199999999999998,0.512,0.13699999999999998,2021-22
12267,Melvin Frazier Jr.,OKC,25.0,195.58,97.52228000000001,Tulane,USA,2018,2,35,3,10.7,4.3,0.3,-38.8,0.033,0.07200000000000001,0.191,0.313,0.013000000000000001,2021-22
12268,Maxi Kleber,DAL,30.0,208.28,108.86208,None,Germany,Undrafted,Undrafted,Undrafted,59,7.0,5.9,1.2,3.9,0.047,0.182,0.131,0.537,0.067,2021-22
12269,Malik Monk,LAL,24.0,190.5,90.7184,Kentucky,USA,2017,1,11,76,13.8,3.4,2.9,0.3,0.017,0.099,0.195,0.597,0.14400000000000002,2021-22
12270,Malik Fitts,BOS,24.0,195.58,104.32616,None,USA,Undrafted,Undrafted,Undrafted,15,1.4,1.1,0.3,-16.3,0.033,0.185,0.139,0.5529999999999999,0.125,2021-22
12271,Malik Beasley,MIN,25.0,193.04,84.821704,Florida State,USA,2016,1,19,79,12.1,2.9,1.5,2.0,0.012,0.1,0.18899999999999997,0.544,0.085,2021-22
12272,Malcolm Hill,CHI,26.0,198.12,99.79024,Illinois,USA,Undrafted,Undrafted,Undrafted,19,3.8,1.8,0.4,-7.3,0.051,0.11800000000000001,0.11800000000000001,0.619,0.05,2021-22
12273,Malcolm Brogdon,IND,29.0,195.58,103.872568,Virginia,USA,2016,2,36,36,19.1,5.1,5.9,-0.4,0.026000000000000002,0.121,0.24100000000000002,0.557,0.271,2021-22
12274,Malachi Flynn,TOR,24.0,185.42,79.3786,San Diego State,USA,2020,1,29,44,4.3,1.4,1.6,-2.6,0.016,0.09699999999999999,0.157,0.488,0.185,2021-22
12275,Mac McClung,LAL,23.0,187.96,83.91452,Texas Tech,USA,Undrafted,Undrafted,Undrafted,2,4.0,1.5,0.5,19.2,0.0,0.107,0.16399999999999998,0.621,0.059000000000000004,2021-22
12276,M.J. Walker,PHX,24.0,195.58,96.615096,Florida State,USA,Undrafted,Undrafted,Undrafted,2,0.0,0.5,0.5,-19.5,0.0,0.14300000000000002,0.138,0.0,0.16699999999999998,2021-22
12277,Luke Kornet,BOS,26.0,218.44,113.398,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,15,2.0,1.9,0.6,10.4,0.11800000000000001,0.142,0.11199999999999999,0.506,0.10800000000000001,2021-22
12278,Luke Kennard,LAC,26.0,195.58,93.439952,Duke,USA,2017,1,12,70,11.9,3.3,2.1,3.4,0.01,0.1,0.16,0.619,0.111,2021-22
12279,Luka Garza,DET,23.0,208.28,110.22285600000001,Iowa,USA,2021,2,52,32,5.8,3.1,0.6,-6.3,0.13,0.11599999999999999,0.195,0.535,0.086,2021-22
12280,Luka Doncic,DAL,23.0,200.66,104.32616,None,Slovenia,2018,1,3,65,28.4,9.1,8.7,3.5,0.025,0.23,0.368,0.5710000000000001,0.45799999999999996,2021-22
12281,Luguentz Dort,OKC,23.0,190.5,97.52228000000001,Arizona State,Canada,Undrafted,Undrafted,Undrafted,51,17.2,4.2,1.7,-8.1,0.02,0.09699999999999999,0.228,0.541,0.087,2021-22
12282,Louis King,SAC,23.0,200.66,92.98635999999999,Oregon,USA,Undrafted,Undrafted,Undrafted,10,4.5,1.2,0.9,-11.9,0.0,0.115,0.195,0.43799999999999994,0.125,2021-22
12283,Lou Williams,ATL,35.0,187.96,79.3786,None,USA,2005,2,45,56,6.3,1.6,1.9,0.8,0.02,0.084,0.215,0.5,0.196,2021-22
12284,Malik Newman,CLE,25.0,190.5,86.18248,Kansas,USA,2018,Undrafted,Undrafted,1,8.0,1.0,1.0,8.3,0.0,0.1,0.43799999999999994,0.68,1.0,2021-22
12285,McKinley Wright IV,MIN,23.0,180.34,87.089664,Colorado,USA,Undrafted,Undrafted,Undrafted,5,1.0,0.0,0.6,-25.8,0.0,0.0,0.08199999999999999,0.833,0.231,2021-22
12286,Mamadi Diakite,OKC,25.0,205.74,103.418976,Virginia,Guinea,Undrafted,Undrafted,Undrafted,13,4.3,4.5,0.2,-3.2,0.084,0.21600000000000003,0.136,0.54,0.018000000000000002,2021-22
12287,Marcus Morris Sr.,LAC,32.0,203.2,98.88305600000001,Kansas,USA,2011,1,14,54,15.4,4.4,2.1,-4.8,0.016,0.129,0.228,0.5489999999999999,0.114,2021-22
12288,Max Strus,MIA,26.0,195.58,97.52228000000001,DePaul,USA,Undrafted,Undrafted,Undrafted,68,10.6,3.0,1.4,5.6,0.016,0.11199999999999999,0.177,0.614,0.086,2021-22
12289,Maurice Harkless,SAC,29.0,200.66,99.79024,St. John's,USA,2012,1,15,47,4.6,2.4,0.5,-4.2,0.013999999999999999,0.114,0.11199999999999999,0.561,0.035,2021-22
12290,Matt Thomas,CHI,27.0,190.5,86.18248,Iowa State,USA,Undrafted,Undrafted,Undrafted,40,4.0,1.3,0.5,1.1,0.006999999999999999,0.096,0.13699999999999998,0.564,0.059000000000000004,2021-22
12291,Matt Ryan,BOS,25.0,200.66,97.52228000000001,Tennessee-Chattanooga,USA,Undrafted,Undrafted,Undrafted,1,3.0,0.0,0.0,25.0,0.0,0.0,0.35700000000000004,0.3,0.0,2021-22
12292,Matt Mooney,NYK,27.0,187.96,90.264808,Texas Tech,USA,Undrafted,Undrafted,Undrafted,1,0.0,0.0,0.0,-100.0,0.0,0.0,0.4,0.0,0.0,2021-22
12293,Matisse Thybulle,PHI,25.0,195.58,91.171992,Washington,USA,2019,1,20,66,5.7,2.3,1.1,3.8,0.026000000000000002,0.064,0.095,0.594,0.063,2021-22
12294,Mason Plumlee,CHA,32.0,210.82,115.212368,Duke,USA,2013,1,22,73,6.5,7.7,3.1,0.9,0.091,0.205,0.11699999999999999,0.603,0.165,2021-22
12295,Mason Jones,LAL,23.0,193.04,90.7184,Arkansas,USA,Undrafted,Undrafted,Undrafted,4,6.8,2.5,1.0,22.8,0.02,0.14800000000000002,0.18,0.625,0.129,2021-22
12296,Marvin Bagley III,DET,23.0,210.82,106.59411999999999,Duke,USA,2018,1,2,48,11.3,7.0,0.8,-5.6,0.084,0.2,0.191,0.551,0.049,2021-22
12297,Marquese Chriss,DAL,24.0,205.74,108.86208,Washington,USA,2016,1,8,34,4.5,3.0,0.5,-2.1,0.096,0.19699999999999998,0.205,0.518,0.079,2021-22
12298,Markus Howard,DEN,23.0,177.8,79.3786,Marquette,USA,Undrafted,Undrafted,Undrafted,31,4.1,0.4,0.2,-4.9,0.01,0.064,0.264,0.5670000000000001,0.068,2021-22
12299,Marko Simonovic,CHI,22.0,210.82,99.79024,None,Montenegro,2020,2,44,9,1.9,1.1,0.0,1.2,0.122,0.11900000000000001,0.247,0.428,0.0,2021-22
12300,Markieff Morris,MIA,32.0,205.74,111.13004,Kansas,USA,2011,1,13,17,7.6,2.6,1.4,4.5,0.059000000000000004,0.08900000000000001,0.19699999999999998,0.547,0.11599999999999999,2021-22
12301,Markelle Fultz,ORL,24.0,193.04,94.800728,Washington,USA,2017,1,1,18,10.8,2.7,5.5,-5.3,0.01,0.11599999999999999,0.265,0.517,0.44799999999999995,2021-22
12302,Marcus Smart,BOS,28.0,193.04,99.79024,Oklahoma State,USA,2014,1,6,71,12.1,3.8,5.9,9.3,0.018000000000000002,0.09300000000000001,0.179,0.54,0.245,2021-22
12303,Marcus Garrett,MIA,23.0,195.58,92.98635999999999,Kansas,USA,Undrafted,Undrafted,Undrafted,12,1.1,1.9,0.6,5.8,0.07200000000000001,0.10800000000000001,0.086,0.28,0.069,2021-22
12304,Micah Potter,DET,24.0,208.28,112.490816,Wisconsin,USA,Undrafted,Undrafted,Undrafted,3,4.0,3.0,0.0,-56.4,0.095,0.125,0.14800000000000002,0.505,0.0,2021-22
